tanggal,produk,qty,harga_jual,hpp,profit
2025-12-17,Nasi Gudeg Campur,251,16000,11111,1227139
2025-12-17,Ayam Bakar Bumbu Rujak,16,23000,16379,105936
2025-12-17,Ayam Bakar Bumbu Kecap,17,23000,14175,150025
2025-12-18,Nasi Gudeg Campur,243,16000,11111,1188033
2025-12-18,Ayam Bakar Bumbu Rujak,18,23000,16379,119178
2025-12-18,Ayam Bakar Bumbu Kecap,14,23000,14175,123550
2025-12-19,Nasi Gudeg Campur,228,16000,11111,1114680
2025-12-19,Ayam Bakar Bumbu Rujak,20,23000,16379,132420
2025-12-19,Ayam Bakar Bumbu Kecap,20,23000,14175,176500
2025-12-20,Nasi Gudeg Campur,299,16000,11111,1461839
2025-12-20,Ayam Bakar Bumbu Rujak,13,23000,16379,86100
2025-12-20,Ayam Bakar Bumbu Kecap,19,23000,14175,167675
2025-12-21,Nasi Gudeg Campur,374,16000,11111,1828770
2025-12-21,Ayam Bakar Bumbu Rujak,28,23000,16379,185388
2025-12-21,Ayam Bakar Bumbu Kecap,32,23000,14175,282400
2025-12-22,Nasi Gudeg Campur,249,16000,11111,1217359
2025-12-22,Ayam Bakar Bumbu Rujak,22,23000,16379,145662
2025-12-22,Ayam Bakar Bumbu Kecap,22,23000,14175,194150
2025-12-23,Nasi Gudeg Campur,251,16000,11111,1227139
2025-12-23,Ayam Bakar Bumbu Rujak,28,23000,16379,185388
2025-12-23,Ayam Bakar Bumbu Kecap,29,23000,14175,255925
2025-12-24,Nasi Gudeg Campur,244,16000,11111,1192916
2025-12-24,Ayam Bakar Bumbu Rujak,26,23000,16379,172146
2025-12-24,Ayam Bakar Bumbu Kecap,28,23000,14175,247100
2025-12-25,Nasi Gudeg Campur,249,16000,11111,1217359
2025-12-25,Ayam Bakar Bumbu Rujak,30,23000,16379,198630
2025-12-25,Ayam Bakar Bumbu Kecap,32,23000,14175,282400
2025-12-26,Nasi Gudeg Campur,213,16000,11111,1041533
2025-12-26,Ayam Bakar Bumbu Rujak,34,23000,16379,225114
2025-12-26,Ayam Bakar Bumbu Kecap,36,23000,14175,317700
2025-12-27,Nasi Gudeg Campur,246,16000,11111,1202580
2025-12-27,Ayam Bakar Bumbu Rujak,40,23000,16379,264840
2025-12-27,Ayam Bakar Bumbu Kecap,38,23000,14175,335350
2025-12-28,Nasi Gudeg Campur,260,16000,11111,1271140
2025-12-28,Ayam Bakar Bumbu Rujak,42,23000,16379,278082
2025-12-28,Ayam Bakar Bumbu Kecap,39,23000,14175,344175
2025-12-29,Nasi Gudeg Campur,237,16000,11111,1158700
2025-12-29,Ayam Bakar Bumbu Rujak,21,23000,16379,139041
2025-12-29,Ayam Bakar Bumbu Kecap,35,23000,14175,308875
2025-12-30,Nasi Gudeg Campur,252,16000,11111,1232028
2025-12-30,Ayam Bakar Bumbu Rujak,28,23000,16379,185388
2025-12-30,Ayam Bakar Bumbu Kecap,32,23000,14175,282400
2025-12-31,Nasi Gudeg Campur,343,16000,11111,1677113
2025-12-31,Ayam Bakar Bumbu Rujak,36,23000,16379,238356
2025-12-31,Ayam Bakar Bumbu Kecap,33,23000,14175,291225
