tanggal,produk,qty,harga_jual,hpp,profit
2025-01-17,Ayam Bakar Bumbu Rujak,25,23000,16379,165525
2025-01-17,Ayam Bakar Bumbu Kecap,25,23000,14175,220625
2025-01-18,Nasi Gudeg Campur,280,16000,11111,1368920
2025-01-18,Ayam Bakar Bumbu Rujak,15,23000,16379,99315
2025-01-18,Ayam Bakar Bumbu Kecap,15,23000,14175,132375
2025-01-19,Nasi Gudeg Campur,320,16000,11111,1564480
2025-01-19,Ayam Bakar Bumbu Rujak,10,23000,16379,66210
2025-01-19,Ayam Bakar Bumbu Kecap,10,23000,14175,88250
2025-01-20,Nasi Gudeg Campur,260,16000,11111,1271140
2025-01-20,Ayam Bakar Bumbu Rujak,18,23000,16379,119178
2025-01-20,Ayam Bakar Bumbu Kecap,18,23000,14175,158850
2025-01-21,Nasi Gudeg Campur,330,16000,11111,1613370
2025-01-21,Ayam Bakar Bumbu Rujak,5,23000,16379,33105
2025-01-21,Ayam Bakar Bumbu Kecap,5,23000,14175,44125
2025-01-22,Nasi Gudeg Campur,250,16000,11111,1222250
2025-01-22,Ayam Bakar Bumbu Rujak,22,23000,16379,145662
2025-01-22,Ayam Bakar Bumbu Kecap,22,23000,14175,194150
2025-01-23,Nasi Gudeg Campur,290,16000,11111,1417810
2025-01-23,Ayam Bakar Bumbu Rujak,10,23000,16379,66210
2025-01-23,Ayam Bakar Bumbu Kecap,10,23000,14175,88250
2025-01-24,Nasi Gudeg Campur,220,16000,11111,1075580
2025-01-24,Ayam Bakar Bumbu Rujak,35,23000,16379,231735
2025-01-24,Ayam Bakar Bumbu Kecap,35,23000,14175,308875
2025-01-25,Nasi Gudeg Campur,270,16000,11111,1320030
2025-01-25,Ayam Bakar Bumbu Rujak,20,23000,16379,132420
2025-01-25,Ayam Bakar Bumbu Kecap,20,23000,14175,176500
2025-01-26,Nasi Gudeg Campur,300,16000,11111,1466700
2025-01-26,Ayam Bakar Bumbu Rujak,8,23000,16379,52968
2025-01-26,Ayam Bakar Bumbu Kecap,8,23000,14175,70600
2025-01-27,Nasi Gudeg Campur,240,16000,11111,1173360
2025-01-27,Ayam Bakar Bumbu Rujak,25,23000,16379,165525
2025-01-27,Ayam Bakar Bumbu Kecap,25,23000,14175,220625
2025-01-28,Nasi Gudeg Campur,280,16000,11111,1368920
2025-01-28,Ayam Bakar Bumbu Rujak,15,23000,16379,99315
2025-01-28,Ayam Bakar Bumbu Kecap,15,23000,14175,132375
2025-01-29,Nasi Gudeg Campur,320,16000,11111,1564480
2025-01-29,Ayam Bakar Bumbu Rujak,10,23000,16379,66210
2025-01-29,Ayam Bakar Bumbu Kecap,10,23000,14175,88250
2025-01-30,Nasi Gudeg Campur,260,16000,11111,1271140
2025-01-30,Ayam Bakar Bumbu Rujak,18,23000,16379,119178
2025-01-30,Ayam Bakar Bumbu Kecap,18,23000,14175,158850
2025-01-31,Nasi Gudeg Campur,280,16000,11111,1368920
2025-01-31,Ayam Bakar Bumbu Rujak,12,23000,16379,79452
2025-01-31,Ayam Bakar Bumbu Kecap,12,23000,14175,105900
