tanggal,produk,qty,harga_jual,hpp,profit
2025-06-10,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-10,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-11,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-11,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-11,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-12,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-12,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-12,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-13,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-13,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-13,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-15,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-15,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-15,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-16,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-16,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-16,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-17,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-17,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-17,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-18,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-18,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-18,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-19,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-19,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-19,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-20,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-20,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-20,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-06-22,Nasi Gudeg Campur,16,16000,11111,78224
2025-06-22,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-06-22,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
