tanggal,produk,qty,harga_jual,hpp,profit
2025-08-05,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-05,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-05,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-06,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-06,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-06,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-07,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-07,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-07,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-08,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-08,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-08,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-10,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-10,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-10,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-11,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-11,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-11,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-12,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-12,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-12,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-13,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-13,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-13,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-14,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-14,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-14,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-15,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-15,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-15,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-08-17,Nasi Gudeg Campur,19,16000,11111,92910
2025-08-17,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-08-17,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
