tanggal,produk,qty,harga_jual,hpp,profit
2025-02-11,Nasi Gudeg Campur,196,16000,11111,958244
2025-02-11,Ayam Bakar Bumbu Rujak,15,23000,16379,99315
2025-02-11,Ayam Bakar Bumbu Kecap,20,23000,14175,176500
2025-02-12,Nasi Gudeg Campur,216,16000,11111,1056024
2025-02-12,Ayam Bakar Bumbu Rujak,20,23000,16379,132420
2025-02-12,Ayam Bakar Bumbu Kecap,20,23000,14175,176500
2025-02-13,Nasi Gudeg Campur,208,16000,11111,1016912
2025-02-13,Ayam Bakar Bumbu Rujak,17,23000,16379,112557
2025-02-13,Ayam Bakar Bumbu Kecap,21,23000,14175,185325
2025-02-14,Nasi Gudeg Campur,223,16000,11111,1090247
2025-02-14,Ayam Bakar Bumbu Rujak,17,23000,16379,112557
2025-02-14,Ayam Bakar Bumbu Kecap,16,23000,14175,141200
2025-02-15,Nasi Gudeg Campur,237,16000,11111,1158700
2025-02-15,Ayam Bakar Bumbu Rujak,14,23000,16379,92700
2025-02-15,Ayam Bakar Bumbu Kecap,24,23000,14175,211800
2025-02-16,Nasi Gudeg Campur,295,16000,11111,1442345
2025-02-16,Ayam Bakar Bumbu Rujak,24,23000,16379,158904
2025-02-16,Ayam Bakar Bumbu Kecap,18,23000,14175,158850
2025-02-17,Nasi Gudeg Campur,184,16000,11111,899576
2025-02-17,Ayam Bakar Bumbu Rujak,22,23000,16379,145662
2025-02-17,Ayam Bakar Bumbu Kecap,13,23000,14175,114725
2025-02-18,Nasi Gudeg Campur,225,16000,11111,1100025
2025-02-18,Ayam Bakar Bumbu Rujak,18,23000,16379,119178
2025-02-18,Ayam Bakar Bumbu Kecap,13,23000,14175,114725
2025-02-19,Nasi Gudeg Campur,210,16000,11111,1026690
2025-02-19,Ayam Bakar Bumbu Rujak,35,23000,16379,231735
2025-02-19,Ayam Bakar Bumbu Kecap,20,23000,14175,176500
2025-02-20,Nasi Gudeg Campur,215,16000,11111,1051355
2025-02-20,Ayam Bakar Bumbu Rujak,13,23000,16379,86100
2025-02-20,Ayam Bakar Bumbu Kecap,19,23000,14175,167675
2025-02-21,Nasi Gudeg Campur,200,16000,11111,977800
2025-02-21,Ayam Bakar Bumbu Rujak,26,23000,16379,172146
2025-02-21,Ayam Bakar Bumbu Kecap,22,23000,14175,194150
2025-02-22,Nasi Gudeg Campur,213,16000,11111,1041357
2025-02-22,Ayam Bakar Bumbu Rujak,16,23000,16379,105936
2025-02-22,Ayam Bakar Bumbu Kecap,15,23000,14175,132375
2025-02-23,Nasi Gudeg Campur,283,16000,11111,1383623
2025-02-23,Ayam Bakar Bumbu Rujak,30,23000,16379,198630
2025-02-23,Ayam Bakar Bumbu Kecap,32,23000,14175,282400
2025-02-24,Nasi Gudeg Campur,212,16000,11111,1036468
2025-02-24,Ayam Bakar Bumbu Rujak,14,23000,16379,92700
2025-02-24,Ayam Bakar Bumbu Kecap,18,23000,14175,158850
2025-02-25,Nasi Gudeg Campur,195,16000,11111,953355
2025-02-25,Ayam Bakar Bumbu Rujak,19,23000,16379,125799
2025-02-25,Ayam Bakar Bumbu Kecap,21,23000,14175,185325
2025-02-26,Nasi Gudeg Campur,210,16000,11111,1026690
2025-02-26,Ayam Bakar Bumbu Rujak,13,23000,16379,86100
2025-02-26,Ayam Bakar Bumbu Kecap,17,23000,14175,150025
2025-02-27,Nasi Gudeg Campur,248,16000,11111,1212472
2025-02-27,Ayam Bakar Bumbu Rujak,20,23000,16379,132420
2025-02-27,Ayam Bakar Bumbu Kecap,28,23000,14175,247100
2025-02-28,Nasi Gudeg Campur,273,16000,11111,1334847
2025-02-28,Ayam Bakar Bumbu Rujak,28,23000,16379,185388
2025-02-28,Ayam Bakar Bumbu Kecap,30,23000,14175,264750
