tanggal,produk,qty,harga_jual,hpp,profit
2025-09-22,Ayam Bakar Bumbu Rujak,13,23000,16379,86100
2025-09-22,Ayam Bakar Bumbu Kecap,13,23000,14175,114725
2025-09-23,Nasi Gudeg Campur,180,16000,11111,880020
2025-09-23,Ayam Bakar Bumbu Rujak,12,23000,16379,79452
2025-09-23,Ayam Bakar Bumbu Kecap,12,23000,14175,105900
2025-09-24,Nasi Gudeg Campur,170,16000,11111,831130
2025-09-24,Ayam Bakar Bumbu Rujak,11,23000,16379,72831
2025-09-24,Ayam Bakar Bumbu Kecap,11,23000,14175,97075
2025-09-25,Nasi Gudeg Campur,160,16000,11111,782240
2025-09-25,Ayam Bakar Bumbu Rujak,10,23000,16379,66210
2025-09-25,Ayam Bakar Bumbu Kecap,10,23000,14175,88250
2025-09-26,Nasi Gudeg Campur,170,16000,11111,831130
2025-09-26,Ayam Bakar Bumbu Rujak,11,23000,16379,72831
2025-09-26,Ayam Bakar Bumbu Kecap,11,23000,14175,97075
2025-09-28,Nasi Gudeg Campur,180,16000,11111,880020
2025-09-28,Ayam Bakar Bumbu Rujak,12,23000,16379,79452
2025-09-28,Ayam Bakar Bumbu Kecap,12,23000,14175,105900
2025-09-29,Nasi Gudeg Campur,190,16000,11111,928910
2025-09-29,Ayam Bakar Bumbu Rujak,13,23000,16379,86100
2025-09-29,Ayam Bakar Bumbu Kecap,13,23000,14175,114725
2025-09-30,Nasi Gudeg Campur,200,16000,11111,977800
2025-09-30,Ayam Bakar Bumbu Rujak,14,23000,16379,92700
2025-09-30,Ayam Bakar Bumbu Kecap,14,23000,14175,123550
2025-09-02,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-02,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-02,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-03,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-03,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-03,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-04,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-04,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-04,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-05,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-05,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-05,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-07,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-07,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-07,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-08,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-08,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-08,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-09,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-09,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-09,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-10,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-10,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-10,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-11,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-11,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-11,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-12,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-12,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-12,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-14,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-14,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-14,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-15,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-15,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-15,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-16,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-16,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-16,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-17,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-17,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-17,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-18,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-18,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-18,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-19,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-19,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-19,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-21,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-21,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-21,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-22,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-22,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-22,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-23,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-23,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-23,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-24,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-24,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-24,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-25,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-25,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-25,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-26,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-26,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-26,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-28,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-28,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-28,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-09-29,Nasi Gudeg Campur,10,16000,11111,48890
2025-09-29,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-09-29,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
