tanggal,produk,qty,harga_jual,hpp,profit
2025-11-13,Ayam Bakar Bumbu Kecap,16,23000,14175,141200
2025-11-14,Nasi Gudeg Campur,230,16000,11111,1124470
2025-11-14,Ayam Bakar Bumbu Rujak,17,23000,16379,112557
2025-11-14,Ayam Bakar Bumbu Kecap,17,23000,14175,150025
2025-11-16,Nasi Gudeg Campur,210,16000,11111,1026690
2025-11-16,Ayam Bakar Bumbu Rujak,15,23000,16379,99315
2025-11-16,Ayam Bakar Bumbu Kecap,15,23000,14175,132375
2025-11-17,Nasi Gudeg Campur,200,16000,11111,977800
2025-11-17,Ayam Bakar Bumbu Rujak,14,23000,16379,92700
2025-11-17,Ayam Bakar Bumbu Kecap,14,23000,14175,123550
2025-11-18,Nasi Gudeg Campur,190,16000,11111,928910
2025-11-18,Ayam Bakar Bumbu Rujak,13,23000,16379,86100
2025-11-18,Ayam Bakar Bumbu Kecap,13,23000,14175,114725
2025-11-19,Nasi Gudeg Campur,180,16000,11111,880020
2025-11-19,Ayam Bakar Bumbu Rujak,12,23000,16379,79452
2025-11-19,Ayam Bakar Bumbu Kecap,12,23000,14175,105900
2025-11-20,Nasi Gudeg Campur,190,16000,11111,928910
2025-11-20,Ayam Bakar Bumbu Rujak,13,23000,16379,86100
2025-11-20,Ayam Bakar Bumbu Kecap,13,23000,14175,114725
2025-11-21,Nasi Gudeg Campur,200,16000,11111,977800
2025-11-21,Ayam Bakar Bumbu Rujak,14,23000,16379,92700
2025-11-21,Ayam Bakar Bumbu Kecap,14,23000,14175,123550
2025-11-23,Nasi Gudeg Campur,210,16000,11111,1026690
2025-11-23,Ayam Bakar Bumbu Rujak,15,23000,16379,99315
2025-11-23,Ayam Bakar Bumbu Kecap,15,23000,14175,132375
2025-11-24,Nasi Gudeg Campur,220,16000,11111,1075580
2025-11-24,Ayam Bakar Bumbu Rujak,16,23000,16379,105936
2025-11-24,Ayam Bakar Bumbu Kecap,16,23000,14175,141200
2025-11-25,Nasi Gudeg Campur,230,16000,11111,1124470
2025-11-25,Ayam Bakar Bumbu Rujak,17,23000,16379,112557
2025-11-25,Ayam Bakar Bumbu Kecap,17,23000,14175,150025
2025-11-26,Nasi Gudeg Campur,210,16000,11111,1026690
2025-11-26,Ayam Bakar Bumbu Rujak,15,23000,16379,99315
2025-11-26,Ayam Bakar Bumbu Kecap,15,23000,14175,132375
2025-11-27,Nasi Gudeg Campur,200,16000,11111,977800
2025-11-27,Ayam Bakar Bumbu Rujak,14,23000,16379,92700
2025-11-27,Ayam Bakar Bumbu Kecap,14,23000,14175,123550
2025-11-28,Nasi Gudeg Campur,190,16000,11111,928910
2025-11-28,Ayam Bakar Bumbu Rujak,13,23000,16379,86100
2025-11-28,Ayam Bakar Bumbu Kecap,13,23000,14175,114725
2025-11-30,Nasi Gudeg Campur,180,16000,11111,880020
2025-11-30,Ayam Bakar Bumbu Rujak,12,23000,16379,79452
2025-11-30,Ayam Bakar Bumbu Kecap,12,23000,14175,105900
2025-11-02,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-02,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-02,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-03,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-03,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-03,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-04,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-04,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-04,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-05,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-05,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-05,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-06,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-06,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-06,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-07,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-07,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-07,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-09,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-09,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-09,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-10,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-10,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-10,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-11,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-11,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-11,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-12,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-12,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-12,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-13,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-13,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-13,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-14,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-14,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-14,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-16,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-16,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-16,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-17,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-17,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-17,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-18,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-18,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-18,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-19,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-19,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-19,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-20,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-20,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-20,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-21,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-21,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-21,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-23,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-23,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-23,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-24,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-24,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-24,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-25,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-25,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-25,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-26,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-26,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-26,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-27,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-27,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-27,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-28,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-28,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-28,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
2025-11-30,Nasi Gudeg Campur,10,16000,11111,48890
2025-11-30,Ayam Bakar Bumbu Rujak,1,23000,16379,6621
2025-11-30,Ayam Bakar Bumbu Kecap,1,23000,14175,8825
